Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50,RSI_14,BB_Middle,BB_Upper,BB_Lower,MACD,MACD_Signal,MACD_Hist
2020-11-09 00:00:00-05:00,224.44000244140625,228.1199951171875,217.8800048828125,218.38999938964844,209.3979034423828,44395000.0,214.0789993286133,211.4667999267578,53.55378635089696,214.0789993286133,228.2862822725764,199.87171638465017,1.0506838075403664,-0.2328697361829359,1.2835535437233023
2020-11-10 00:00:00-05:00,214.5,216.5,209.72000122070312,211.009994506836,202.3217163085937,44045100.0,213.4864990234375,211.14159973144533,46.83374422855804,213.4864990234375,227.1290361847553,199.84396186211967,0.7064061173714151,-0.0450145654720657,0.7514206828434808
2020-11-11 00:00:00-05:00,212.38999938964844,218.0399932861328,212.1999969482422,216.5500030517578,207.63363647460932,29440800.0,213.2709991455078,210.8395999145508,51.271059109214114,213.2709991455078,226.55456337291037,199.9874349181053,0.8705606757527846,0.1381004827729043,0.7324601929798803
2020-11-12 00:00:00-05:00,217.2100067138672,219.1100006103516,214.4600067138672,215.44000244140625,206.5693206787109,21593900.0,213.05999908447265,210.80239990234372,49.39296679578909,213.05999908447265,226.04701202527005,200.07298614367525,0.9007038203739341,0.2906211502931103,0.6100826700808238
2020-11-13 00:00:00-05:00,216.3600006103516,217.4199981689453,214.16000366210932,216.509994506836,207.59527587890625,18621100.0,212.902498626709,210.84759979248048,55.359218579343406,212.902498626709,225.6262284625764,200.1787687908416,0.9994113056199296,0.4323791813584742,0.5670321242614554
2020-11-16 00:00:00-05:00,214.8699951171875,217.7400054931641,214.5200042724609,217.22999572753903,208.28565979003903,24953300.0,213.0529983520508,210.90719970703125,53.458458534112005,213.0529983520508,225.9128223188629,200.19317438523868,1.1227929221437307,0.5704619295155255,0.5523309926282052
2020-11-17 00:00:00-05:00,216.1000061035156,217.67999267578125,214.0800018310547,214.4600067138672,205.62969970703125,24154100.0,213.04349899291992,211.1431997680664,61.84158899992978,213.04349899291992,225.89863572725324,200.1883622585866,0.985696285313736,0.6535088006751677,0.3321874846385684
2020-11-18 00:00:00-05:00,213.6499938964844,215.1699981689453,210.92999267578125,211.0800018310547,202.91876220703125,28372800.0,212.8574989318848,211.13899993896484,56.22552895689692,212.8574989318848,225.71327511733432,200.00172274643523,0.5974213651192883,0.6422913135639918,-0.0448699484447034
2020-11-19 00:00:00-05:00,211.3800048828125,213.02999877929688,209.92999267578125,212.4199981689453,204.2069549560547,24792700.0,212.7339988708496,211.28,59.91628195274796,212.7339988708496,225.5549723524417,199.9130253892575,0.3933034418913053,0.5924937392294545,-0.1991902973381492
2020-11-20 00:00:00-05:00,212.1999969482422,213.2899932861328,210.0,210.38999938964844,202.25537109375,22843100.0,212.44199905395507,211.40720001220703,57.74106601668796,212.44199905395507,225.1935481983084,199.6904499096017,0.0669626770036586,0.4873875267842953,-0.4204248497806366
2020-11-23 00:00:00-05:00,210.9499969482422,212.2899932861328,208.16000366210932,210.1100006103516,201.9862060546875,25683500.0,212.44349899291996,211.50119995117188,53.81426981293755,212.44349899291996,225.19388530180623,199.6931126840336,-0.2118166018351814,0.3475467010604,-0.5593633028955814
2020-11-24 00:00:00-05:00,209.58999633789065,214.25,208.8600006103516,213.8600006103516,205.5912475585937,33979700.0,212.4739990234375,211.60279998779296,46.99024642781684,212.4739990234375,225.23542193777504,199.7125761091,-0.1286742521866131,0.2523025104109974,-0.3809767625976105
2020-11-25 00:00:00-05:00,215.1100006103516,215.2899932861328,212.4600067138672,213.8699951171875,205.60086059570312,21012900.0,213.03349914550785,211.7791998291016,36.596473630388985,213.03349914550785,224.93945990222343,201.12753838879215,-0.0612705788147707,0.1895878925658437,-0.2508584713806144
2020-11-26 00:00:00-05:00,215.1100006103516,215.2899932861328,212.4600067138672,213.8699951171875,205.60086059570312,21012900.0,213.49099884033205,211.9983996582031,35.810993188713965,213.49099884033205,224.7367783121982,202.24521936846585,-0.0077631927962045,0.1501176754934341,-0.1578808682896386
2020-11-27 00:00:00-05:00,214.8500061035156,216.2700042724609,214.0399932861328,215.22999572753903,206.90823364257807,14512200.0,214.12899856567384,212.29519958496093,44.86010952180501,214.12899856567384,224.1199601580637,204.138036973284,0.1427370949990347,0.1486415593945542,-0.0059044643955195
2020-11-30 00:00:00-05:00,214.1000061035156,214.759994506836,210.83999633789065,214.07000732421875,205.7931365966797,33064800.0,214.715998840332,212.52579986572263,56.239837056867664,214.715998840332,223.0262652733518,206.40573240731223,0.1664891048871482,0.152211068493073,0.0142780363940751
2020-12-01 00:00:00-05:00,214.509994506836,217.32000732421875,213.3500061035156,216.2100067138672,207.85040283203125,30904500.0,215.20499954223632,212.7016000366211,49.19508307817686,215.20499954223632,222.55818340731548,207.8518156771572,0.3539131197299809,0.1925514787404546,0.1613616409895263
2020-12-02 00:00:00-05:00,214.8800048828125,215.47000122070312,212.8000030517578,215.3699951171875,207.04281616210932,23724500.0,215.15399932861328,212.99720001220703,49.83211653191103,215.15399932861328,222.48669776198952,207.82130089523704,0.4297126265557267,0.239983708303509,0.1897289182522176
2020-12-03 00:00:00-05:00,214.6100006103516,216.3800048828125,213.6499938964844,214.2400054931641,205.9565887451172,25120900.0,214.70149993896484,213.2182000732422,44.571994430644246,214.70149993896484,220.95821991532517,208.4447799626045,0.3940610721346331,0.2707991810697339,0.1232618910648992
2020-12-04 00:00:00-05:00,214.22000122070312,215.3800048828125,213.17999267578125,214.3600006103516,206.07192993164065,24666000.0,214.23349990844727,213.34899993896485,42.934515572104175,214.23349990844727,218.8298111055687,209.63718871132585,0.3712104781942003,0.2908814404946271,0.0803290376995731
2020-12-07 00:00:00-05:00,214.3699951171875,215.5399932861328,212.9900054931641,214.2899932861328,206.00460815429688,24620000.0,214.02849960327148,213.44599975585936,49.51728117786512,214.02849960327148,218.1893463038153,209.86765290272768,0.3434926425118192,0.3014036808980656,0.0420889616137536
2020-12-08 00:00:00-05:00,213.97000122070312,216.9499969482422,212.88999938964844,216.009994506836,207.6580810546875,23284100.0,214.27849960327148,213.62099975585937,65.45454023637296,214.27849960327148,218.2732333483393,210.2837658582037,0.4550700180018054,0.3321369483188136,0.1229330696829918
