Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50,RSI_14,BB_Middle,BB_Upper,BB_Lower,MACD,MACD_Signal,MACD_Hist
2020-09-01 00:00:00-04:00,225.50999450683594,227.4499969482422,224.42999267578125,227.27000427246094,217.9122772216797,25725500.0,,,,,,,0.0,0.0,0.0
2020-09-02 00:00:00-04:00,227.97000122070312,232.86000061035156,227.35000610351562,231.64999389648438,222.11190795898438,34080800.0,,,100.0,,,,0.3494008816884673,0.06988017633769346,0.27952070535077383
2020-09-03 00:00:00-04:00,229.27000427246094,229.30999755859375,214.9600067138672,217.3000030517578,208.35276794433594,58400300.0,,,23.3849129278657,,,,-0.5255623796071234,-0.049208334851269915,-0.47635404475585347
2020-09-04 00:00:00-04:00,215.10000610351562,218.36000061035156,205.19000244140625,214.25,205.4283447265625,59664100.0,,,20.110160413570938,,,,-1.44839067814587,-0.32904480351018994,-1.11934587463568
2020-09-07 00:00:00-04:00,215.10000610351562,218.36000061035156,205.19000244140625,214.25,205.4283447265625,59664100.0,,,20.110160413570938,,,,-2.1548984256831147,-0.694215527944775,-1.4606828977383397
2020-09-08 00:00:00-04:00,206.5,210.02999877929688,202.1999969482422,202.66000366210938,194.31553649902344,52924300.0,,,13.125538710569813,,,,-3.6084310021245187,-1.277058622780724,-2.3313723793437946
2020-09-09 00:00:00-04:00,207.60000610351562,214.83999633789062,206.6999969482422,211.2899932861328,202.5902099609375,45679000.0,,,30.976163574337605,,,,-4.017684634717796,-1.8251838251681383,-2.1925008095496574
2020-09-10 00:00:00-04:00,213.39999389648438,214.74000549316406,204.11000061035156,205.3699951171875,196.9139404296875,35461500.0,,,27.149390714740377,,,,-4.764789931454942,-2.4131050464254993,-2.3516848850294427
2020-09-11 00:00:00-04:00,207.1999969482422,208.6300048828125,201.24000549316406,204.02999877929688,195.62918090820312,33620100.0,,,26.41085821923049,,,,-5.402723533557037,-3.011028743851807,-2.39169478970523
2020-09-14 00:00:00-04:00,204.24000549316406,209.1999969482422,204.02999877929688,205.41000366210938,196.95230102539062,30375800.0,,,28.416257851998694,,,,-5.730873703713996,-3.554997735824245,-2.1758759678897515
