Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50
2020-09-01 00:00:00-04:00,225.50999450683594,227.4499969482422,224.42999267578125,227.27000427246094,217.9122772216797,25725500.0,,
2020-09-02 00:00:00-04:00,227.97000122070312,232.86000061035156,227.35000610351562,231.64999389648438,222.11187744140625,34080800.0,,
2020-09-03 00:00:00-04:00,229.27000427246094,229.30999755859375,214.9600067138672,217.3000030517578,208.35276794433594,58400300.0,,
2020-09-04 00:00:00-04:00,215.10000610351562,218.36000061035156,205.19000244140625,214.25,205.42832946777344,59664100.0,,
2020-09-07 00:00:00-04:00,215.10000610351562,218.36000061035156,205.19000244140625,214.25,205.42832946777344,59664100.0,,
2020-09-08 00:00:00-04:00,206.5,210.02999877929688,202.1999969482422,202.66000366210938,194.31556701660156,52924300.0,,
2020-09-09 00:00:00-04:00,207.60000610351562,214.83999633789062,206.6999969482422,211.2899932861328,202.59019470214844,45679000.0,,
2020-09-10 00:00:00-04:00,213.39999389648438,214.74000549316406,204.11000061035156,205.3699951171875,196.91395568847656,35461500.0,,
2020-09-11 00:00:00-04:00,207.1999969482422,208.6300048828125,201.24000549316406,204.02999877929688,195.62916564941406,33620100.0,,
2020-09-14 00:00:00-04:00,204.24000549316406,209.1999969482422,204.02999877929688,205.41000366210938,196.95230102539062,30375800.0,,
2020-09-15 00:00:00-04:00,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,200.18359375,21823900.0,,
2020-09-16 00:00:00-04:00,210.6199951171875,210.64999389648438,204.63999938964844,205.0500030517578,196.6071319580078,26328100.0,,
2020-09-17 00:00:00-04:00,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210938,194.55523681640625,34011300.0,,
2020-09-18 00:00:00-04:00,202.8000030517578,203.64999389648438,196.25,200.38999938964844,192.13900756835938,55225300.0,,
2020-09-21 00:00:00-04:00,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,194.20050048828125,39839700.0,,
2020-09-22 00:00:00-04:00,205.05999755859375,208.10000610351562,202.0800018310547,207.4199981689453,198.87954711914062,33517100.0,,
2020-09-23 00:00:00-04:00,207.89999389648438,208.10000610351562,200.02999877929688,200.58999633789062,192.33079528808594,30803800.0,,
2020-09-24 00:00:00-04:00,199.85000610351562,205.57000732421875,199.1999969482422,203.19000244140625,194.82373046875,31202500.0,,
2020-09-25 00:00:00-04:00,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,199.26312255859375,29437300.0,,
2020-09-28 00:00:00-04:00,210.8800048828125,212.57000732421875,208.05999755859375,209.44000244140625,200.81640625,32004900.0,209.08050003051758,
2020-09-29 00:00:00-04:00,209.35000610351562,210.07000732421875,206.80999755859375,207.25999450683594,198.72616577148438,24221900.0,208.07999954223632,
2020-09-30 00:00:00-04:00,207.72999572753906,211.97999572753906,206.5399932861328,210.3300018310547,201.66973876953125,33829100.0,207.01399993896484,
2020-10-01 00:00:00-04:00,213.49000549316406,213.99000549316406,211.32000732421875,212.4600067138672,203.71206665039062,27158400.0,206.77200012207032,
2020-10-02 00:00:00-04:00,208.0,210.99000549316406,205.5399932861328,206.19000244140625,197.7002410888672,33154800.0,206.36900024414064,
2020-10-05 00:00:00-04:00,207.22000122070312,210.41000366210938,206.97999572753906,210.3800048828125,201.71766662597656,21331600.0,206.17550048828124,
2020-10-06 00:00:00-04:00,208.82000732421875,210.17999267578125,204.82000732421875,205.91000366210938,197.43174743652344,28554300.0,206.33800048828124,
2020-10-07 00:00:00-04:00,207.05999755859375,210.11000061035156,206.72000122070312,209.8300018310547,201.19032287597656,25681100.0,206.26500091552734,
2020-10-08 00:00:00-04:00,210.50999450683594,211.19000244140625,208.32000732421875,210.5800018310547,201.90945434570312,19925800.0,206.5255012512207,
2020-10-09 00:00:00-04:00,211.22999572753906,215.86000061035156,211.22999572753906,215.80999755859375,206.9241180419922,26458000.0,207.11450119018554,
2020-10-12 00:00:00-04:00,218.7899932861328,223.86000061035156,216.80999755859375,221.39999389648438,212.28395080566406,40461400.0,207.91400070190429,
2020-10-13 00:00:00-04:00,222.72000122070312,225.2100067138672,220.42999267578125,222.86000061035156,213.68382263183594,28950800.0,208.61800079345704,
2020-10-14 00:00:00-04:00,223.0,224.22000122070312,219.1300048828125,220.86000061035156,211.7661590576172,23421700.0,209.40850067138672,
2020-10-15 00:00:00-04:00,217.10000610351562,220.36000061035156,216.00999450683594,219.66000366210938,210.6155548095703,22733100.0,210.24600067138672,
2020-10-16 00:00:00-04:00,220.14999389648438,222.2899932861328,219.32000732421875,219.66000366210938,210.6155548095703,26057900.0,211.20950088500976,
2020-10-19 00:00:00-04:00,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,205.3996124267578,27625800.0,211.7935012817383,
2020-10-20 00:00:00-04:00,215.8000030517578,217.3699951171875,213.08999633789062,214.64999389648438,205.81187438964844,22753500.0,212.15500106811524,
2020-10-21 00:00:00-04:00,213.1199951171875,216.9199981689453,213.1199951171875,214.8000030517578,205.95571899414062,22724900.0,212.8655014038086,
2020-10-22 00:00:00-04:00,213.92999267578125,216.05999755859375,211.6999969482422,214.88999938964844,206.04196166992188,22351500.0,213.45050125122071,
2020-10-23 00:00:00-04:00,215.02999877929688,216.27999877929688,213.16000366210938,216.22999572753906,207.3268280029297,18879600.0,213.87100067138672,
2020-10-26 00:00:00-04:00,213.85000610351562,216.33999633789062,208.10000610351562,210.0800018310547,201.4300079345703,37111600.0,213.90300064086915,
2020-10-27 00:00:00-04:00,211.58999633789062,214.6699981689453,210.3300018310547,213.25,204.46949768066406,36700300.0,214.20250091552734,
2020-10-28 00:00:00-04:00,207.6699981689453,208.83999633789062,202.10000610351562,202.67999267578125,194.334716796875,51195600.0,213.82000045776368,
2020-10-29 00:00:00-04:00,204.07000732421875,207.36000061035156,203.3699951171875,204.72000122070312,196.2907257080078,31432600.0,213.43300018310546,
2020-10-30 00:00:00-04:00,203.5,204.2899932861328,199.6199951171875,202.47000122070312,194.1333770751953,36953700.0,213.24700012207032,
2020-11-02 00:00:00-05:00,204.2899932861328,205.27999877929688,200.1199951171875,202.3300018310547,193.9991455078125,30842200.0,212.84449996948243,
2020-11-03 00:00:00-05:00,203.88999938964844,208.1199951171875,203.1199951171875,206.42999267578125,197.93031311035156,27512000.0,212.87049942016603,
2020-11-04 00:00:00-05:00,214.02000427246094,218.32000732421875,212.4199981689453,216.38999938964844,207.48020935058594,42311800.0,213.1984992980957,
2020-11-05 00:00:00-05:00,222.0399932861328,224.1199951171875,221.14999389648438,223.2899932861328,214.09613037109375,36080100.0,213.8339988708496,
2020-11-06 00:00:00-05:00,222.25999450683594,224.36000061035156,218.02999877929688,223.72000122070312,214.50843811035156,25231900.0,214.22949905395507,
2020-11-09 00:00:00-05:00,224.44000244140625,228.1199951171875,217.8800048828125,218.38999938964844,209.39788818359375,44395000.0,214.0789993286133,211.4667999267578
2020-11-10 00:00:00-05:00,214.5,216.5,209.72000122070312,211.00999450683594,202.3217315673828,44045100.0,213.4864990234375,211.14159973144533
2020-11-11 00:00:00-05:00,212.38999938964844,218.0399932861328,212.1999969482422,216.5500030517578,207.63363647460938,29440800.0,213.2709991455078,210.83959991455077
2020-11-12 00:00:00-05:00,217.2100067138672,219.11000061035156,214.4600067138672,215.44000244140625,206.56935119628906,21593900.0,213.05999908447265,210.80239990234375
2020-11-13 00:00:00-05:00,216.36000061035156,217.4199981689453,214.16000366210938,216.50999450683594,207.59527587890625,18621100.0,212.902498626709,210.84759979248048
2020-11-16 00:00:00-05:00,214.8699951171875,217.74000549316406,214.52000427246094,217.22999572753906,208.28562927246094,24953300.0,213.0529983520508,210.90719970703125
2020-11-17 00:00:00-05:00,216.10000610351562,217.67999267578125,214.0800018310547,214.4600067138672,205.62966918945312,24154100.0,213.04349899291992,211.1431997680664
2020-11-18 00:00:00-05:00,213.64999389648438,215.1699981689453,210.92999267578125,211.0800018310547,202.9187469482422,28372800.0,212.85749893188478,211.13899993896484
2020-11-19 00:00:00-05:00,211.3800048828125,213.02999877929688,209.92999267578125,212.4199981689453,204.20693969726562,24792700.0,212.7339988708496,211.28
2020-11-20 00:00:00-05:00,212.1999969482422,213.2899932861328,210.0,210.38999938964844,202.25540161132812,22843100.0,212.44199905395507,211.40720001220703
