Price,Close,High,Low,Open,Volume,SMA20,SMA50,SMA200
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,
Date,,,,,,,,
2021-10-11,1206.987548828125,1237.6326239992216,1203.6660128198464,1229.1694349795048,14768666,1138.2683044433593,1058.6514453125,958.8595260620117
2021-10-12,1213.881103515625,1220.797380462856,1201.8005463413256,1203.5069288032655,6682011,1145.0786987304687,1064.4073474121094,960.5313287353515
2021-10-13,1226.234619140625,1237.4051767394146,1214.563508294983,1218.9771386553036,9959762,1152.2826721191407,1070.0717907714843,962.2716998291015
2021-10-14,1228.71435546875,1236.4723889341724,1222.7081981299596,1228.6916085198675,8623469,1158.4753845214843,1075.64705078125,964.0082595825195
2021-10-18,1231.9906005859375,1249.0079672854492,1211.3784935963072,1214.2450907648501,13594479,1165.6884704589843,1081.1422314453125,965.6471624755859
2021-10-19,1243.024658203125,1251.8974138396732,1232.172677010528,1239.3617971163028,8833409,1173.366796875,1086.5805358886719,967.3204913330078
2021-10-20,1228.71435546875,1247.9841503821117,1224.6647967965337,1247.9841503821117,12710570,1180.0941467285156,1092.14396484375,968.9523083496093
2021-10-21,1193.26904296875,1241.2728114223185,1184.487275783306,1240.999848015025,20831669,1184.4622619628906,1097.1067822265625,970.3945428466797
2021-10-22,1195.4986572265625,1212.56163907253,1188.2639230760205,1192.1315066188683,11027475,1187.5904724121094,1102.015,971.871050415039
2021-10-25,1183.8502197265625,1219.4322268467454,1169.3808726672285,1219.4322268467454,17198417,1190.300067138672,1106.4240661621093,973.2843280029297
2021-10-26,1210.8095703125,1214.381442916926,1184.464392150526,1190.8118738257544,9750178,1193.4077941894532,1111.4342004394532,974.8248077392578
2021-10-27,1195.4986572265625,1217.976256032517,1192.1087596672705,1206.691962726344,9896298,1195.2130554199218,1115.8182434082032,976.3448449707031
2021-10-28,1182.39404296875,1200.298779292571,1178.7085560280439,1192.1313011797695,9886181,1196.8226501464844,1119.6867529296876,977.916911315918
2021-10-29,1154.024169921875,1181.2793465543893,1138.3035013133956,1181.2793465543893,14233025,1197.2094116210938,1123.0720422363281,979.3541561889648
2021-11-01,1154.7294921875,1163.0107055431893,1134.8454091416836,1154.0242164122978,15481114,1197.5301940917968,1126.3949938964843,980.7438037109375
2021-11-02,1137.8941650390625,1159.3707786875088,1135.3688922235076,1158.0057208153316,10569130,1196.2709533691407,1129.6032861328124,982.1319122314453
2021-11-03,1130.06787109375,1146.6302984409235,1119.7845647630193,1140.2828162204378,11989430,1193.4134765625,1132.52673828125,983.3453131103515
2021-11-04,1137.0068359375,1139.7596984467234,1132.9800238081948,1134.3222142818038,1705656,1192.0256896972655,1135.3946801757813,984.6347848510742
2021-11-08,1138.41748046875,1146.630454409684,1117.691636338527,1146.357370619063,20337183,1190.422918701172,1138.1188403320311,985.8818853759766
2021-11-09,1147.4039306640625,1150.679973201881,1131.6377653308825,1139.8052450774455,15682497,1187.0205688476562,1140.769287109375,987.2264031982422
2021-11-10,1160.235107421875,1163.920714976533,1139.1908094185892,1145.1287260147478,10253470,1184.6829467773437,1143.7041137695312,988.529653930664
2021-11-11,1162.35107421875,1169.6084350981216,1153.7057882040397,1155.7533749476675,10722478,1182.1064453125,1146.2913159179689,989.769914855957
2021-11-12,1179.8917236328125,1182.4626105860948,1163.465776749054,1166.1503984605802,8712341,1179.7893005371093,1149.3394409179687,991.0110476684571
2021-11-15,1172.929931640625,1184.0322480185664,1169.3808058406628,1183.031141558392,4803269,1177.0000793457032,1152.166884765625,992.1160293579102
2021-11-16,1145.6748046875,1171.6559135252794,1135.255016670807,1170.3136027722971,11337581,1172.6842895507812,1154.2007885742187,993.1976397705079
2021-11-17,1121.1497802734375,1137.0524279565616,1119.7847223766223,1137.0524279565616,10202029,1166.5905456542969,1154.887861328125,994.4028384399414
2021-11-18,1125.3812255859375,1132.5249718442826,1114.8022082606076,1119.3295736996563,8505625,1161.4238891601562,1155.3219409179687,995.7334832763672
2021-11-22,1075.53466796875,1114.3244768150466,1069.733232783756,1108.4548007788628,24124307,1155.5371704101562,1154.6198559570312,996.8567239379882
2021-11-23,1085.5904541015625,1092.597718814344,1050.6228528101806,1061.5658216102945,25326999,1150.0417602539062,1154.2057958984376,998.1086877441406
2021-11-24,1069.9154052734375,1096.5335515396243,1066.343532034508,1082.9287078531017,16820296,1144.34501953125,1153.5305590820312,999.1613232421874
2021-11-25,1134.3221435546875,1138.4400635861748,1072.5315589664726,1079.7435455818988,42401936,1140.5206481933594,1154.6353247070313,1000.4668441772461
2021-11-26,1097.761962890625,1127.33768989774,1092.7112978197426,1122.8785658449294,15763138,1135.6338134765624,1155.037099609375,1001.5785684204102
2021-11-29,1110.911865234375,1137.530130735484,1091.6193215192616,1109.819891228915,24325354,1132.0597045898437,1155.6122338867187,1002.7704385375977
2021-11-30,1094.4857177734375,1126.564088119279,1086.9552748107687,1122.9694687396177,32172299,1129.082781982422,1155.40474609375,1003.8814254760742
2021-12-01,1122.5147705078125,1125.699825172228,1103.4496957163708,1107.044315866843,10104610,1127.4720458984375,1156.1004638671875,1005.0697573852539
2021-12-02,1129.7266845703125,1135.8010837797613,1120.057665060323,1123.7432731717324,12720411,1127.063671875,1156.9058349609375,1006.2834930419922
2021-12-03,1095.78271484375,1136.8475802217874,1092.028866217897,1136.8020863205188,19222481,1125.3494140625,1156.9381420898437,1007.286360168457
2021-12-06,1075.0113525390625,1103.404119692969,1072.5315739182363,1099.309066908383,10332254,1122.2496398925782,1156.320234375,1008.0008239746094
2021-12-07,1083.7703857421875,1093.8488493527543,1073.8284038337267,1081.1768723394634,11235122,1119.51728515625,1155.336953125,1008.7910494995117
2021-12-08,1100.2645263671875,1106.4981533356588,1094.8954038300121,1102.994641711683,8744178,1117.1603149414063,1154.7490771484374,1009.6841500854492
2021-12-09,1117.7142333984375,1126.1091818377997,1103.4041151302852,1107.9542272517804,13213547,1115.0342712402344,1154.1302612304687,1010.603512878418
2021-12-10,1118.851806640625,1122.0596079618992,1105.8383850496557,1110.343003210938,8364414,1112.859307861328,1153.3194287109375,1011.4747186279296
2021-12-13,1096.4197998046875,1125.7453143246432,1093.8489128488443,1125.4723509045855,12901733,1108.6857116699218,1152.2437817382813,1012.2690185546875
2021-12-14,1082.996826171875,1094.758924705155,1079.925506579218,1082.9285853235253,12991523,1104.1890563964844,1150.977939453125,1012.9676376342774
2021-12-15,1079.8345947265625,1094.3039423247055,1074.3288697386265,1084.7486582787296,9366969,1100.8970458984375,1149.6083544921876,1013.8141345214843
2021-12-16,1093.80322265625,1099.0813569765323,1077.7640971670983,1094.6222331236886,9761279,1099.529718017578,1148.2228393554688,1014.6956732177734
2021-12-17,1064.932861328125,1095.6689246022736,1055.6277943848347,1091.1415595298965,21049821,1096.5072998046876,1145.7771484375,1015.3477285766602
2021-12-20,1036.2216796875,1054.6495980178693,1022.4574879615027,1054.6495980178693,14325846,1094.541650390625,1143.2063305664062,1015.6672604370117
2021-12-21,1051.646484375,1067.4581418231853,1042.9785726603923,1051.6919782743073,12836561,1092.8444519042969,1140.8298022460938,1016.1966583251954
2021-12-22,1076.6038818359375,1079.2430094666254,1056.5379426212896,1057.8573860824001,17658543,1093.1788757324218,1138.052861328125,1016.8147952270508
2021-12-23,1076.2171630859375,1082.9285964305648,1072.9411209146308,1080.1984810516549,9072401,1090.2736267089845,1135.4374536132811,1017.42125
2021-12-24,1079.652587890625,1088.3887407376528,1063.6133400712515,1078.3785179602155,7886494,1089.3681579589843,1132.7528833007811,1017.8270077514649
2021-12-27,1078.4921875,1082.0185663686743,1068.413724480792,1074.5336166000147,4017223,1087.7471740722656,1129.7980346679688,1018.2864764404297
2021-12-28,1091.3009033203125,1094.2357415301187,1079.7663934022717,1080.926608302519,6374613,1087.5879333496093,1127.049765625,1018.8035275268554
2021-12-29,1093.1663818359375,1100.6740785888855,1083.884061988693,1087.9337410579972,15425312,1086.1205139160156,1124.27328125,1019.3017929077148
2021-12-30,1073.4189453125,1094.2812707813944,1067.276305271878,1092.02896140955,29333171,1083.305126953125,1120.8811669921874,1019.7014349365235
2021-12-31,1077.5367431640625,1084.703115610681,1073.828388538488,1079.7435583793856,9477290,1082.3928283691407,1117.8576147460938,1020.1422973632813
2022-01-03,1093.780517578125,1095.6461284145312,1075.4435886178533,1076.1033704774222,5421611,1083.3312866210938,1115.8678442382814,1020.764926147461
2022-01-04,1118.465087890625,1119.7846517979926,1093.848914455948,1099.2636517956478,10847728,1085.0660217285156,1114.3271728515624,1021.5760458374024
2022-01-05,1123.6976318359375,1127.0647821675334,1107.021469888781,1120.2396140596422,11643813,1086.2376770019532,1113.12412109375,1022.4321453857422
2022-01-06,1099.5364990234375,1116.5994791465537,1096.1238548571225,1115.3254092772324,14447422,1085.328790283203,1110.8986596679688,1023.2700283813476
2022-01-07,1108.4093017578125,1118.4422714413886,1097.2842377517782,1106.111498715673,13112115,1084.8066650390624,1109.1568725585937,1024.2571307373046
2022-01-10,1109.3193359375,1117.9646215781718,1099.3318598320666,1115.6895654128748,9246731,1085.451641845703,1107.6953784179686,1025.0835079956055
2022-01-11,1117.3048095703125,1126.1319502273575,1107.9542483452858,1108.409307707792,16205164,1087.167041015625,1106.9609912109374,1025.9942489624023
2022-01-12,1147.130859375,1148.8827357783716,1121.604686652831,1124.471284081761,14800442,1090.5318542480468,1106.8090185546876,1026.9972143554687
2022-01-13,1153.592041015625,1156.1856749337926,1141.3522552982324,1147.19918473575,11856712,1093.5212951660155,1107.1229760742187,1028.1236254882813
2022-01-14,1155.2755126953125,1168.1523329319614,1149.2921017722908,1153.455515914101,19930176,1098.038427734375,1107.62712890625,1029.3850747680665
2022-01-17,1161.3043212890625,1167.1057561240766,1154.3654186486065,1154.82047798332,8036453,1104.2925598144532,1108.1130786132812,1030.6694131469726
2022-01-18,1147.44921875,1165.8998821993202,1144.696356607209,1162.4418646639435,6215029,1109.082696533203,1108.2937133789062,1031.805919189453
2022-01-19,1147.3582763671875,1156.6404758295853,1141.6250823732196,1151.1803655784236,9755485,1112.6204162597655,1108.2928002929686,1033.001369934082
2022-01-20,1127.2696533203125,1142.0575796806486,1117.0545865844654,1137.5529609143537,16494486,1115.1730407714845,1107.6334912109376,1034.053868408203
2022-01-21,1127.4515380859375,1138.5538554378697,1115.6895591579548,1115.6895591579548,13338594,1117.56298828125,1106.9355004882811,1035.1735900878907
2022-01-24,1081.9730224609375,1139.6912967231897,1071.598729229798,1126.1545759538076,21868937,1117.7370300292969,1104.9771264648436,1036.0847366333007
2022-01-25,1079.857177734375,1086.8643207820103,1048.8025393882085,1069.0733192604368,24510205,1117.16484375,1103.1156713867188,1036.9432485961913
2022-01-27,1063.863525390625,1072.0537511885557,1051.5554999211186,1062.9080331478985,20020431,1115.6997009277343,1101.4794458007811,1037.7161242675782
2022-01-28,1062.83984375,1081.0630398643073,1059.4500666597933,1076.103482458547,14667727,1115.1707458496094,1100.3132470703124,1038.5367059326172
2022-01-31,1085.9317626953125,1094.9409997464795,1072.0993294430996,1073.91944662709,12143683,1115.5904968261718,1099.5242578125,1039.6334887695311
2022-02-01,1082.337158203125,1101.402112704543,1067.9587979070466,1095.6690383601324,13200509,1115.018328857422,1099.6603076171875,1040.6654818725585
2022-02-02,1084.5438232421875,1095.2138271372608,1080.6989871423398,1095.2138271372608,10017691,1113.322265625,1099.639375,1041.6801690673828
2022-02-03,1070.529541015625,1092.6886822523618,1068.0042683536662,1088.3887863228124,9572839,1110.6638610839843,1099.6516577148439,1042.652444152832
2022-02-04,1060.76953125,1068.5730594354839,1056.1284310635565,1065.183161923649,11061241,1108.7255126953125,1098.18060546875,1043.644841003418
2022-02-07,1054.3084716796875,1072.372440138568,1048.802746440698,1065.6382591326399,10714467,1106.0204711914062,1097.3115356445312,1044.606178894043
2022-02-08,1072.031005859375,1073.8283759531457,1051.0776952115107,1060.4737500675897,12060849,1104.1560546875,1096.5339184570312,1045.6442272949218
2022-02-09,1084.5211181640625,1086.204633140618,1072.918368570495,1078.901658786714,11486225,1102.5168701171874,1096.3346264648437,1046.749373474121
2022-02-10,1083.406494140625,1090.0723137940836,1076.1490130370194,1090.0723137940836,12464491,1099.3306518554687,1095.5524609375,1047.7729971313477
2022-02-11,1081.29052734375,1084.9761347999724,1066.593591416207,1079.857228868873,15943370,1095.715576171875,1094.5837377929688,1048.670869140625
2022-02-14,1064.0684814453125,1071.5306852913075,1052.4428632313213,1064.841998172486,10719633,1091.155224609375,1093.949453125,1049.463020324707
2022-02-15,1100.1964111328125,1102.9037798370225,1062.7716573911962,1069.824295697398,11212671,1088.0998291015626,1094.453154296875,1050.375164489746
2022-02-16,1097.9212646484375,1107.0442358991004,1090.1860980638264,1105.6791781831728,10392840,1085.6234313964844,1094.736171875,1051.3429272460937
2022-02-17,1111.82177734375,1117.0089242641513,1096.5789142269996,1101.1745201113265,12853252,1083.8466064453125,1094.9673168945312,1052.4605633544923
2022-02-18,1103.1312255859375,1117.6915612787002,1101.1973736454247,1112.2314504381943,6775458,1082.6396850585938,1094.6756567382813,1053.630987854004
2022-02-21,1091.9833984375,1109.091873871227,1085.021748188729,1097.4890031023695,11107193,1080.866278076172,1094.1382885742187,1054.7377377319335
2022-02-22,1087.023681640625,1090.1633625619224,1067.9814753307442,1070.5977356852184,13494914,1081.1188110351563,1093.9503662109375,1055.7949774169922
2022-02-23,1080.2213134765625,1095.0092390254035,1077.468571284383,1092.5294602510214,7310110,1081.1370178222655,1093.8948559570313,1056.8165051269532
2022-02-24,1026.393310546875,1064.6826864402094,1020.7739713257805,1048.8026672886117,24846650,1079.2635070800782,1092.8260302734375,1057.5814752197266
2022-02-25,1039.2247314453125,1050.1449523145036,1035.7210994030459,1037.4728552470633,14570089,1078.0827514648438,1091.7344604492187,1058.3948452758789
2022-02-28,1073.62353515625,1077.1726610969984,1020.5919703644313,1020.5919703644313,21297446,1077.4673400878905,1091.9082739257813,1059.4255529785157
2022-03-02,1091.3690185546875,1092.4838597770897,1059.8139450476658,1062.2027357830907,21471786,1077.9189331054688,1093.011220703125,1060.4902359008788
2022-03-03,1082.1551513671875,1098.785820478749,1078.4013026500006,1092.0288927878125,10186748,1077.7994995117188,1093.6213940429689,1061.456591796875
2022-03-04,1058.1533203125,1075.784976526752,1055.7872762059867,1070.643322817288,10805667,1077.1806884765624,1093.2523828125,1062.2403649902344
2022-03-07,1019.022216796875,1052.0333374144284,1011.0367133096933,1036.8358471079189,17983310,1075.0933227539062,1092.1084838867187,1062.8078518676757
2022-03-08,1017.1793212890625,1021.9570232050447,991.92617525868,1006.2590402981642,21289374,1073.236865234375,1090.8590185546875,1063.3925366210938
2022-03-09,1071.1436767578125,1077.0133522040442,1016.5649623830144,1017.4068401715399,20414228,1073.1924987792968,1090.7120483398437,1064.208161315918
2022-03-10,1088.50244140625,1094.3038764083778,1073.8283721325647,1092.028820377732,17980493,1073.3915649414062,1090.6560791015625,1065.1488946533202
2022-03-11,1091.64208984375,1097.0340801861346,1081.1313132856126,1081.1313132856126,12257423,1073.8033447265625,1090.6255932617187,1066.1563372802734
2022-03-14,1100.605712890625,1103.1311056498985,1080.1984500463022,1086.06812572994,8340678,1074.7691040039062,1091.1693286132813,1067.1929547119141
2022-03-15,1075.398193359375,1104.7464533796308,1065.1148867530296,1104.7464533796308,15925769,1075.3355895996094,1091.1265576171875,1068.0898181152343
2022-03-16,1093.55322265625,1095.6235563592827,1081.6091471404573,1083.8387095081287,11149828,1075.0034301757812,1091.12201171875,1068.8083450317383
2022-03-17,1129.203369140625,1136.3469946247096,1098.8994972340938,1106.9304944761457,21422098,1076.5675354003906,1091.33677734375,1069.5566244506836
2022-03-21,1122.6966552734375,1130.249846191458,1109.7743416930666,1112.0493977484434,11999466,1077.111279296875,1091.3167578125,1070.252872314453
2022-03-22,1151.703857421875,1153.4328665457272,1116.417676927256,1119.3751418583722,22557065,1079.5399108886718,1092.3601049804688,1071.0208139038086
2022-03-23,1155.366455078125,1167.0375661035232,1147.9953600851836,1147.9953600851836,15462187,1082.7090637207032,1093.299248046875,1071.788024291992
2022-03-24,1173.3167724609375,1175.8194185614975,1142.0802732954487,1142.0802732954487,13168266,1087.0237182617188,1094.5791967773437,1072.6884020996094
2022-03-25,1181.1429443359375,1190.3114093068612,1172.5659000566366,1175.0685459381182,14222488,1092.0697998046876,1095.8559594726562,1073.5442532348634
2022-03-28,1193.018798828125,1196.5678044575318,1176.8885634283017,1187.5813149251485,9891424,1100.40107421875,1096.7737182617188,1074.488503112793
2022-03-29,1193.291748046875,1200.321638726132,1186.3983390664755,1200.321638726132,8684065,1108.104425048828,1097.5677124023437,1075.5238967895507
2022-03-30,1216.2244873046875,1223.0724028520565,1190.8120505919683,1201.1863453712592,15811550,1115.23447265625,1098.7866918945313,1076.6558169555665
2022-03-31,1198.8428955078125,1214.7456618708436,1196.0446595036312,1212.584340487485,13223718,1120.6081665039062,1099.5374633789063,1077.6149819946288
2022-04-01,1208.4437255859375,1212.6753807326781,1193.041632181676,1199.4117414992725,7922880,1126.9225952148438,1100.757353515625,1078.5499179077149
2022-04-04,1212.015625,1217.1572786813153,1201.9826544660282,1208.2617761125623,7929162,1134.6157104492188,1102.0505004882812,1079.4911114501954
2022-04-05,1194.88427734375,1214.8366019261355,1192.4499926471442,1206.2823045318924,13149870,1143.4088134765625,1103.40279296875,1080.4340100097656
2022-04-06,1191.6993408203125,1198.72923220727,1177.1617516980632,1177.1617516980632,12257215,1152.134814453125,1104.6877490234374,1081.3517697143554
2022-04-07,1170.677734375,1185.7613700217532,1168.015859682402,1180.8016922079776,15496499,1157.1115173339845,1106.4618432617187,1082.1416711425782
2022-04-08,1190.15234375,1194.40674604813,1164.8308932448695,1164.8308932448695,15152495,1162.1940124511718,1108.6677465820312,1083.0025546264649
